Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,description,target
23,female,2,rent,little,little,2511,15,car,"A female, 23 years old, with a low savings and checking account, has requested a car loan of $2,511, for a 15-month period, has a skilled job and rents her home.",good risk
37,female,1,own,little,little,1274,12,car,"A woman of 37 years old, resident and unskilled, who owns her home, requested a loan of 1274 for a car, with a little savings and little current account, for a period of 12 months.",bad risk
26,male,2,own,little,little,5248,21,car,"A man of 26, skilled, with his own house, applied for a car loan of 5248€ for 21 months, with little savings and a current account.",good risk
33,male,2,own,little,little,3029,15,car,"A male, 33 years old, has a car loan for 3029 for 15 months. He has a skilled job, owns his house and has little money in his accounts.",good risk
49,female,2,own,little,little,428,6,furniture/equipment,A 49 year old female with a skilled job has requested a 428 loan to buy furniture/equipment. She owns her own home and has little savings and little in her current account. The loan is for 6 months.,bad risk
23,female,1,own,little,little,976,18,car,"The client is a 23 year old female who has a low-skilled job and owns her home. She has a small savings account and a current account, and is requesting a loan of $976 for a car with a term of 18 months.",good risk
23,female,1,rent,moderate,moderate,841,12,business,"A woman of 23 years of age, who is unskilled and resident, with a moderate savings and current account, requests a loan of 841 for business purposes, for a period of 12 months.",bad risk
25,female,2,own,little,little,5771,30,radio/TV,"The 25-year-old female with a skilled job is asking for a $5771 loan for a radio/TV with a 30-month term, with little savings in her current and savings accounts, and owns her home.",good risk
55,male,2,free,rich,little,1555,12,repairs,"The person is a 55 year old man, skilled, with a free accommodation and a rich savings account. He wants a 1555 credit for repairs with a 12 month duration.",good risk
32,female,2,rent,little,little,1285,24,car,"A woman, 32 years old, with a skilled job, who is renting, with little savings and current accounts, requested a loan of 1285 for a car, with a duration of 24 months.",good risk
74,male,0,own,little,rich,1299,6,car,"A 74-year-old man with an unskilled and non-resident job, who owns his home, with a low savings account, a rich checking account, who wants a car loan for 1299 with a 6-month term.",bad risk
39,male,2,free,little,rich,1271,15,radio/TV,"The client is a 39 year old man, with a medium level of skill. He has a rich current account and a little savings account. He requests a loan of 1271 for radio/TV, with a duration of 15 months.",good risk
31,male,2,own,little,little,1393,24,car,"A 31 year old male with a skilled job, who owns his own home and has a small current account, is applying for a loan of 1393 for a car over 24 months.",good risk
35,male,2,own,little,little,691,12,car,"The person is a 35 year old male with a highly skilled job, who owns his home. He has a small savings and current account and is applying for a 691 loan for a car over 12 months.",good risk
59,female,2,own,little,little,5045,15,car,"A 59 years old female, skilled, has a low amount of money in her savings and current account. She wants a loan of 5045 for a car and she will return it in 15 months.",bad risk
24,female,2,rent,little,little,2124,18,furniture/equipment,"A woman, aged 24, skilled, renting her house, with a little savings and current accounts, applies for a 2124 credit for furniture/equipment with a 18 months duration.",good risk
24,male,1,own,little,little,2214,12,radio/TV,"A 24 year old male, with little savings and a little current account, who is unskilled and resident and owns his home, requested a loan of 2214 for radio/TV and it was for 12 months.",bad risk
30,male,3,free,little,little,12680,21,car,"A 30 year old man, highly skilled, free accommodation, little savings and current account, requested a loan of 12680 for a car with a 21 month term.",good risk
27,male,2,own,moderate,little,2463,24,car,"The client is a 27-year-old male with a moderate savings account and a little current account, who is applying for a car loan of 2463 for 24 months. He has a skilled job and owns his own home.",good risk
40,male,1,own,little,moderate,1155,12,radio/TV,"A 40 years old male, with moderate checking account and little saving account, is applying for a loan of 1155 for radio/TV, with a duration of 12 months.",good risk
31,male,1,own,little,little,3108,30,furniture/equipment,"The client is a 31 year old male with little savings and a small amount of credit, he is applying for a 30 month loan for furniture and equipment.",bad risk
31,female,2,rent,little,little,2901,10,car,"Female, 31 years old, skilled, rents her home, little savings and current account, requested a car loan for $2901 with a 10 month duration.",bad risk
28,male,2,rent,little,moderate,3617,12,furniture/equipment,"A 28-year-old man has requested a $3,617 loan for 12 months to buy furniture and equipment. He is skilled, rents his home, has a moderate checking account, and a small savings account.",good risk
63,male,1,own,little,little,1655,12,radio/TV,"A man of 63 years old, unskilled and resident, with a low amount of savings, requests a loan for a TV, with a low amount and a low duration.",bad risk
26,female,2,rent,little,little,2812,24,car,"A female, 26 years old, with a little savings, has requested a car loan for $2812 with a 24-month term. She is skilled and lives in a rented apartment.",good risk
25,female,3,own,little,little,8065,36,education,"A female of 25 years old, with a high qualification, owns her own house and is applying for a loan of 8065 for education purposes for a period of 36 months, with little savings and in a current account.",good risk
36,male,3,own,little,little,3275,21,car,"A 36-year-old man with a high-skilled job, who owns his home, and has a small current account, applied for a 3275 loan for a car for 21 months.",good risk
52,male,2,own,moderate,little,2223,24,radio/TV,"Male, 52 years old, with a skilled job, owns his house, has a moderate saving account and a little current account, requested a loan of 2223 for a TV/Radio, for 24 months.",good risk
66,male,0,free,quite rich,rich,1480,12,car,"The client is a 66 year old man, unskilled and non-resident, with a rich current and savings account, looking for a 1480 loan for a car, for 12 months.",bad risk
25,female,2,rent,little,little,1371,24,car,A 25 year old woman with a low balance in her checking and savings accounts who works as a skilled employee and rents her home has applied for a car loan for $1371 for 24 months.,good risk
37,male,2,own,little,little,3535,36,car,"A male, 37 years old, with a little saving account, he is a skilled worker, with his own house, he wants a car and he is asking for a loan of 3535 for 36 months.",good risk
25,female,2,own,little,little,3509,18,radio/TV,The loan was given to a 25 year old female with a highly skilled job. She owns her own house and requested a loan of 3509 for a radio/TV. She has a low balance in her savings and checking accounts. The loan was for 18 months.,good risk
38,male,3,own,rich,little,5711,36,car,The credit risk of a 38 year old male who owns his home and has a high-skilled job is moderate for a car loan of 5711 Euros over 36 months.,good risk
67,female,2,own,little,moderate,3872,18,repairs,"A woman of 67 years of age, with a moderate checking account, seeks a loan of 3872 euros for repairs, with a 18 month duration. She owns her own home and has a little savings. Her job is skilled.",good risk
25,male,2,own,little,moderate,4933,39,radio/TV,"A person with a moderate current account, little savings, his own home, a loan for a radio/TV, a skilled job and a loan of 4933 euros for 39 months, has a low risk of default.",good risk
60,male,2,own,rich,little,1940,24,car,"El riesgo crediticio es bajo porque el prestatario es un hombre de 60 años, con una alta cuenta de ahorros y un bajo monto de crédito, que es para un carro y con una duración de 24 meses.",good risk
31,male,1,own,little,moderate,1410,12,education,"A man, 31 years old, unskilled and resident, with his own house, a little savings and a moderate checking account, wants to take a loan of 1410 for education purposes, for a period of 12 months.",good risk
23,female,1,own,moderate,moderate,836,12,car,"A woman with a low-skilled job who owns her home is applying for a car loan. She has moderate savings and current accounts and is 23 years old.
The loan amount is $836 and the loan term is 12 months.",good risk
60,male,3,own,little,moderate,6468,20,car,"A 60 year old male with a high skilled job who owns his home, has a moderate checking account and a small savings account is applying for a 6468 credit for a car with a 20 month duration.",good risk
35,male,1,own,rich,moderate,1941,18,business,"A male with a rich savings account, with a moderate checking account, who owns his home, and has a low risk credit loan for business.",good risk
40,male,2,own,quite rich,little,2675,22,radio/TV,"Male, 40 years old, highly skilled, owns his home, has a lot of savings, little checking account, wants to buy a TV/radio, requested a credit of 2675 for 22 months.",good risk
38,male,2,own,little,little,2751,48,car,"A 38 years old male with a little savings and a little checking account applied for a car loan of 2751 for 48 months, he is skilled and owns his house.",good risk
50,male,2,free,little,moderate,6224,48,education,"A 50 year old male with moderate current account and low savings account, with a highly skilled job, free housing and an education loan of $6224 for 48 months.",good risk
27,male,2,own,little,little,5998,40,education,"The 27 year old male who has a skilled job and owns his own home has applied for a $5,998 loan for education purposes. He has a small savings account and a small current account.",good risk
39,female,2,own,little,moderate,1188,21,business,"The person is a 39 year old woman who is skilled, has her own house, little savings and moderate checking account, and wants to get a 1188 loan for business for 21 months.",good risk
41,male,3,own,little,little,6313,24,car,"The client is a 41 year old male with a high-skilled job and owns his own house. He has a small amount of money in his savings and current accounts and is asking for a 6313 credit for a car, with a duration of 24 months.",good risk
27,male,2,own,little,little,1221,6,furniture/equipment,A 27 year old male with a skilled job and his own home has applied for a small loan of 1221 for furniture/equipment. He has a small current account and savings account.,good risk
51,male,2,free,little,rich,2892,24,furniture/equipment,"A 51 year old male with a high skill level and free housing, with a low savings account but a rich checking account, has requested a $2892 loan for furniture/equipment for a 24 month period.",good risk
32,male,2,rent,quite rich,little,3062,24,furniture/equipment,The client is a 32-year-old male with a high-skilled job and a high savings account. He is applying for a 3062-euro loan with a 24-month term for furniture/equipment. His risk of default is low.,good risk
22,female,2,rent,moderate,little,2301,9,furniture/equipment,"A 22 year old female with moderate savings, a little current account and a skilled job who is renting, wants a 2301€ loan for 9 months for furniture/equipment.",good risk
51,male,2,free,little,little,7511,18,car,"The 51 years old male, highly skilled, has a small saving and current account, asks for a 7511 dollars loan for a car, for 18 months.",good risk
22,female,1,rent,little,little,1258,12,furniture/equipment,"A young female is applying for a loan of 1258 euros for furniture and equipment. She is unskilled and a resident, with little savings and little current account. The duration of the loan is 12 months.",bad risk
54,male,2,own,little,little,717,24,car,"The client is a 54-year-old man, he has a highly skilled job and owns his home. He has little savings and a small current account. He has requested a small loan to buy a car for a short period.",good risk
35,male,0,own,little,moderate,1549,9,car,A 35 years old male with little savings and a moderate current account requested a 1549 loan for a car with a 9 months duration.,bad risk
54,male,2,free,little,little,1597,24,education,"The person is a 54-year-old male, skilled worker, free accommodation, little savings and current accounts, requested a $1597 loan for 24 months for education.",good risk
48,female,1,rent,little,moderate,1795,18,radio/TV,A 48 year old female with an unskilled and resident job who has a moderate checking account and a little savings account applied for a loan of 1795 for radio/TV with a duration of 18 months.,good risk
24,female,2,own,little,little,4272,20,furniture/equipment,"The person is a 24 years old woman who works as a skilled person, with little savings and current accounts, she requested a credit for furniture/equipment of 4272 for 20 months.",good risk
35,male,2,own,little,little,976,12,radio/TV,The loan is for radio/TV and has a duration of 12 months. The applicant is a 35 year old male with little savings and a skilled job. The amount of the loan is 976.,good risk
24,female,0,rent,little,moderate,7472,12,car,"A 24-year-old woman who is not a resident and has a low savings account and a moderate checking account, requested a loan for a car, for a period of 12 months, for an amount of 7472.",bad risk
24,male,2,own,little,little,9271,36,car,"The client is a 24 years old man, with a little savings and current account, who owns his house and is applying for a 9271€ car loan with a 36 months term.",bad risk
26,male,1,own,little,moderate,590,6,radio/TV,"A 26 years old man, unskilled and resident, who owns his house, has a moderate current account and little saving, requests a 590€ credit to buy a radio/TV for 6 months.",good risk
65,male,2,own,little,little,930,12,radio/TV,A 65 year old male with a high skill level and his own home requested a 930 credit for a radio/TV. He has a low balance in his savings and checking accounts.,bad risk
55,male,3,free,little,moderate,9283,42,car,"The client is a 55 year old man, highly skilled and living in a free accommodation, he has a moderate current account and a small savings account, he needs a car loan for 9283€ and he wants it for 42 months.",good risk
26,female,0,rent,little,moderate,1778,15,car,"A woman of 26 years old, resident and unskilled, who rents her house, with little savings and a moderate current account, asks for a car loan of 1778 euros for 15 months.",bad risk
26,male,2,own,little,moderate,907,8,business,"The client is a 26 year old male with a skilled job, living in his own home. He has a moderate current account and a small savings account. He is applying for a business loan of 907 for 8 months.",good risk
28,male,1,own,little,moderate,484,6,radio/TV,"A man of 28 years old, resident and unskilled, who owns his house, with a moderate current account and little savings, asked for a loan of 484 euros for 6 months to buy a radio/TV.",good risk
24,male,2,own,little,little,9629,36,car,"A 24 year old male, with a skilled job, who owns their home, with a small current and savings account, has requested a car loan of 9629, for 36 months.",good risk
54,male,2,own,little,little,3051,48,domestic appliances,"A 54 year old man requested a loan of 3051 for domestic appliances, which he will pay in 48 months. He has a skilled job and his own house, but has little savings and little money in his checking account.",good risk
46,male,2,free,little,little,3931,48,car,"The risk is high because the client is 46 years old, male, skilled worker, living in a free home, with little savings and current account, a loan amount of 3931, a duration of 48 months and the purpose of the loan is a car.",bad risk
54,female,2,rent,little,moderate,7432,36,car,"A woman of 54 years, with a skilled job and who pays rent, with a moderate checking account and little savings, requested a loan of 7432 dollars to buy a car for 36 months.",good risk
62,male,2,own,quite rich,little,1338,6,domestic appliances,"The risk is low because the person is 62 years old, has a skilled job, has a lot of money in savings, and needs a small amount of money for domestic appliances.",good risk
24,female,2,rent,little,little,1554,6,radio/TV,"A female of 24 years of age, with a skilled job, renting her home, with little savings and current account, requested a loan of 1554 for a radio/TV, for 6 months.",bad risk
43,male,3,own,little,little,15857,36,vacation/others,The client is a 43 year old male with a highly skilled job and owns his home. He has little in savings and in his checking account. He is applying for a $15857 loan with a 36 month duration for vacation/others.,bad risk
26,male,2,own,little,little,1345,18,radio/TV,The applicant is a 26 year old male who is skilled. He owns his own home and has little in savings and checking. He requested a 1345 loan for a radio/TV with a 18 month duration.,good risk
27,male,2,own,little,little,1101,12,car,"A male, skilled, 27 years old, owns his home, has a little savings and checking account, requested a loan of 1101 euros to buy a car for 12 months.",good risk
24,male,2,own,little,rich,3016,12,radio/TV,"A 24 year old man with a high skilled job, his own house, a rich current account, a small savings account, requested a loan of 3016 for a radio/TV, for 12 months.",good risk
41,male,2,own,little,little,2712,36,furniture/equipment,"A 41 year old male with a high skill level has requested a loan of 2712 euros for a period of 36 months to purchase furniture and equipment. He has a little money in his savings and checking accounts, and owns his own home.",good risk
47,male,1,own,little,little,731,8,car,"A 47 year old male, resident, highly skilled, with own housing, with little savings and little current account, requested a car loan for 731 for 8 months.",good risk
35,male,3,own,little,little,3780,18,furniture/equipment,A 35 year old male has applied for a loan for furniture/equipment. He is highly skilled and owns his home. His bank accounts are low and he is requesting a loan of 3780 for 18 months.,good risk
30,male,2,own,little,little,1602,21,car,"A 30 year old male with a skilled job, owns his home, with low balances in both savings and checking accounts, requested a loan of 1602 for a car with a 21 month duration.",good risk
33,female,2,rent,little,little,3966,18,car,The client is a 33 year old woman with a skilled job who wants to get a car loan for 3966€ for 18 months. She has little savings and a little current account.,bad risk
36,male,2,own,little,little,4165,18,business,"A 36 year old male, skilled, has a low amount of money in his savings and current accounts, he wants to apply for a loan of 4165 for business purposes and the duration of the loan is 18 months.",good risk
47,male,2,free,little,little,8335,36,car,"A 47 year old male, with savings and current accounts, who is highly skilled and lives freely, requested a loan of $8335 to buy a car for 36 months.",good risk
38,male,2,free,little,moderate,6681,48,business,"The person is a 38-year-old male, skilled, with a moderate current account, who applied for a 6681 credit to start a business, for 48 months.",good risk
44,male,2,own,quite rich,little,2375,24,business,A 44 year old male who owns their home and has quite rich savings is applying for a 2375 loan for business purposes for 24 months.,good risk
23,female,2,rent,little,little,1216,18,car,"A 23 years old female with a highly skilled job, who is renting her home, with little savings and current accounts, requested a credit of 1216 for a car for 18 months.",good risk
29,male,2,rent,little,little,11816,45,business,"The customer is a 29 years old male, skilled worker, who wants a 11816 credit for business purposes. He has little savings and current accounts and lives in a rented house.",bad risk
42,female,2,own,little,moderate,5084,24,radio/TV,The loan was requested for radio/TV. It is for 5084 with a duration of 24 months. The woman is 42 years old and has a moderate checking account. She has little savings and owns her home. She is a skilled worker.,good risk
25,female,1,own,little,rich,2327,15,radio/TV,The 25 year old female with an unskilled job and her own accommodation has requested a credit of 2327 for a radio/TV. The person has a rich current account and a little savings account. The duration of the credit is 15 months.,good risk
48,male,2,own,little,little,1082,12,car,A 48 year old male has requested a loan of 1082 for a car. He is skilled and owns his home. He has little savings and current accounts. The loan term is 12 months.,good risk
21,female,2,own,little,little,886,12,radio/TV,"A female with a skilled job, who owns her house, has a small savings and checking account, applied for a small loan to buy a radio or TV, for a short term.",good risk
23,female,1,rent,little,little,601,4,furniture/equipment,"A 23 years old woman, resident and unskilled, rents her house and has little savings. She requested a 601€ loan for furniture/equipment for 4 months.",bad risk
63,male,2,own,little,little,2957,24,car,"The person is a 63 year old male who owns his house, has a low amount of savings and checking, and is asking for a small loan for a car.",good risk
46,male,2,own,little,little,2611,24,radio/TV,"Un hombre de 46 años con empleo calificado, dueño de su casa, con pocas cuentas de ahorro y corrientes, solicita un préstamo de 2611 euros para radio/TV con una duración de 24 meses.",good risk
29,male,2,own,little,little,5179,36,furniture/equipment,"A 29 year old male, who is skilled, owns their own home, with little in their savings and current account, is looking to borrow 5179 for furniture/equipment for a 36 month period.",good risk
28,male,1,own,little,little,2993,21,car,"A 28 year old man, with an unskilled and resident job, has a small amount of savings and current accounts, wants to buy a car, and asks for a 2993 loan for 21 months.",bad risk
23,female,2,own,little,little,1943,18,repairs,A 23 year old woman who is skilled is requesting a loan of 1943 for repairs with a duration of 18 months and has little savings.,bad risk
50,male,2,own,little,little,1559,24,business,"A 50 years old male with high skills, owns his house, has a low amount in his savings and checking accounts, has a credit of 1559 and a loan duration of 24 months for business.",good risk
47,male,2,own,little,little,3422,18,furniture/equipment,A 47 year old male who owns his house has requested a small loan for furniture and equipment. He has low balances in his savings and checking accounts.,good risk
35,male,2,own,little,moderate,3976,21,furniture/equipment,The applicant is a 35 year old male with a skilled job and owns his own home. He has a small savings account and a moderate current account. He is applying for a loan of 3976 for furniture/equipment with a duration of 21 months.,good risk
68,male,2,rent,little,little,6761,18,car,"El riesgo crediticio es bajo, es un hombre de 68 años, calificado como trabajador calificado, que alquila su vivienda, tiene poco ahorro y cuenta corriente, el monto del crédito es de 6761 con una duración de 18 meses y el motivo es un automóvil.",bad risk
28,male,2,own,little,little,1249,24,car,"A 28 year old male with a skilled job, who owns his own home, has a small current and savings account, wants a 1249 loan for a car, for 24 months.",good risk
59,male,2,own,little,little,1364,9,radio/TV,"The loan is for a small amount and for a short period of time. The person is a skilled worker, has his own home and has little money in the bank.",good risk
57,male,1,own,little,little,709,12,radio/TV,"A man of 57 years old, with an unskilled job and resident, has requested a credit of 709 for radio/TV. He has little savings and little current account, and he owns his home.",bad risk
33,male,2,rent,little,little,2235,20,car,"The client is a 33 year old male with a high skilled job, renting his house, who is applying for a 2235 loan for a car with a 20 months duration and has little savings and a current account.",good risk
43,male,2,own,little,little,4042,24,car,"The person is a 43 years old man, who has a skilled job, his own house, and little savings. He applied for a 4042 euros loan for a car and he needs 24 months to repay it.",good risk
35,male,2,free,little,little,1471,15,radio/TV,"A 35 years old male with a medium skill job, with a low saving, wants a small loan to buy a radio/TV.",good risk
32,male,1,free,little,little,1442,18,car,A man with an unskilled job has requested a car loan of 1442 euros for 18 months. He has a little savings and current account. His housing is free.,bad risk
45,male,2,own,little,little,10875,36,car,"A 45 years old man with little savings, who owns his house and is skilled, requested a car loan of 10875€ for 36 months.",good risk
33,male,2,own,moderate,little,1474,24,car,"A 33 year old male, with a moderate savings account and a small current account, with a car loan of 1474, over 24 months.",good risk
40,female,2,own,little,little,894,10,education,A 40 year old woman with a low savings account and a small current account requests an education loan for a short term.,bad risk
28,male,2,free,little,little,3343,15,furniture/equipment,"A male person with 28 years old, highly skilled, with a small saving and current account, he wants to ask for a 3343 credit for furniture/equipment with a 15 month duration.",good risk
29,female,2,own,little,little,3959,15,car,"A woman of 29 years of age, with a car loan of 3959, with a short duration of 15 months and little savings, is requesting a loan.",bad risk
26,male,2,rent,moderate,little,3577,9,car,"The person is a 26 years old man, he has a skilled job and rents his home. He has a low amount in his checking account, a moderate savings account and he is requesting a loan for a car.",good risk
27,male,2,own,rich,little,5804,24,car,"A 27 year old male with a high skill level is applying for a car loan of 5804 euros for 24 months. He owns his home and has a rich savings account, but a little current account.",good risk
28,male,2,own,little,little,2169,18,business,The person is a 28 year old male who is skilled and owns his own home. He is applying for a small business loan of $2169.,good risk
35,female,2,own,little,little,2439,24,radio/TV,"A female, aged 35, skilled, owns her home and has little in savings and checking. She is applying for a 24 month loan for a radio/TV in the amount of $2439.",good risk
32,male,1,own,rich,little,4526,27,furniture/equipment,"A 32 year old man, with a low level job, but with a lot of savings and a little checking account, requested a 4526 loan to buy furniture and equipment, with a 27 months duration.",good risk
25,male,1,rent,little,little,2210,10,furniture/equipment,"A man of 25 years old, who is unskilled and resident, wants to buy furniture/equipment for 2210 with a loan of 10 months.",bad risk
20,female,2,rent,quite rich,little,2221,15,furniture/equipment,"A 20 year old woman with a skilled job who rents her home, has a lot of money in savings and a small current account. She is requesting a loan for furniture/equipment for 2221 over 15 months.",good risk
27,female,2,own,little,little,2389,18,radio/TV,A 27 year old female who is skilled and owns her home is applying for a loan of $2389 for a radio/TV and has little in savings and little in her checking account.,bad risk
42,male,2,own,little,little,3331,12,furniture/equipment,"The credit risk is associated with a male person with a skilled job, who owns his home, and has applied for a small loan to buy furniture and equipment.",good risk
37,male,2,own,little,little,7409,36,business,"A male, 37 years old, with a highly skilled job, who owns his house, has requested a loan of 7409 euros for business purposes for a period of 36 months. He has little savings and little current account balance.",good risk
24,female,2,rent,little,little,652,12,furniture/equipment,"A 24 year old woman has requested a loan of 652 euros to buy furniture/equipment, the loan will last 12 months, she has a skilled job and has little savings.",good risk
40,female,2,own,quite rich,little,7678,36,furniture/equipment,A 40-year-old female who is skilled and owns her home is requesting a $7678 loan for furniture/equipment with a 36-month term and has a large savings account but a small checking account.,good risk
46,male,2,own,little,rich,1343,6,car,A 46-year-old man with a car loan for 1343 and a duration of 6 months. He has a current account and little savings. His job is skilled.,good risk
26,male,2,own,moderate,little,1382,24,business,"A male, 26 years old, skilled and with his own house, with a moderate saving account and little current account, requests a business loan of 1382 for 24 months.",good risk
24,female,2,own,little,little,874,15,domestic appliances,"A 24 year old female with little savings has requested a loan of 874 for domestic appliances, which will be paid over 15 months. The person has a skilled job and owns their own home.",good risk
29,male,1,own,little,little,3590,12,furniture/equipment,"A 29 year old male, with little savings, with a 12 month, 3590 loan for furniture/equipment. He is an unskilled resident with his own house.",bad risk
40,female,2,own,rich,moderate,1322,11,car,"The client is a 40 year old woman, who is skilled, and owns her home. She has a rich savings account and a moderate checking account. She requested a 1322 dollar loan for 11 months to buy a car.",good risk
36,male,3,free,little,little,1940,18,radio/TV,"The risk of a loan is low because the person is male, skilled, has no housing, little savings and current accounts, a small loan amount, and a short loan term.",good risk
28,male,2,own,little,little,3595,36,radio/TV,"The risk of granting a loan of 3595 to a 28 year old male, who is skilled, owns his own home, has a little savings and current account, and wants a loan for radio/TV for 36 months.",good risk
27,male,3,free,little,little,1422,9,car,"A 27 year old male with a highly skilled job, who owns his home outright, with a low savings balance and a low current account balance, has requested a small loan for a car.",good risk
36,male,2,own,little,little,6742,30,radio/TV,The person who is applying for a loan to buy a radio/TV is a 36 year old man who is skilled and owns his own home. He has little savings and little current account. The amount of the loan is 6742 and the duration is 30 months.,good risk
38,male,3,own,little,little,7814,24,car,"A 38-year-old male with a highly skilled job has requested a 7814-dollar loan for a car, for a period of 24 months, with little savings in his account.",good risk
48,male,2,free,little,little,9277,24,car,A 48 year old male with a skilled job is requesting a 9277 loan for a car. The duration of the loan is 24 months and the person has little savings.,good risk
36,male,2,own,little,moderate,2181,30,car,"A male, 36 years old, skilled worker, who owns his house, requested a car loan for 2181, with a moderate checking account and little savings, for 30 months.",good risk
65,female,0,own,little,little,1098,18,radio/TV,"A woman of 65 years, unskilled and non-resident, with little savings and current account, owns her home and asks for a loan of 1098 for a radio/TV for 18 months.",bad risk
43,male,2,own,little,moderate,4057,24,furniture/equipment,A 43-year-old male with moderate current account and little savings has requested a 4057 loan for furniture/equipment with a 24-month term.,good risk
53,female,2,own,little,little,795,12,education,"The risk of not paying the credit for the person is low, because she has a highly skilled job, her housing is owned, the purpose of the credit is education and the amount and duration of the credit is low.",good risk
34,male,2,own,little,moderate,2825,24,business,"The person is a 34 year old male with a skilled job, he owns his house and has a moderate current account. He is requesting a business loan of 2825 for 24 months.",good risk
23,male,2,own,little,moderate,15672,48,business,"A man of 23 years old, who owns his house and has a moderate current account, requested a loan of 15672 dollars for business purposes.",good risk
34,male,3,own,little,little,6614,36,car,"A 34 year old male with a highly skilled job, who owns his home, with a small current and savings account, has requested a car loan of 6614 euros for a period of 36 months.",good risk
40,male,2,rent,little,little,7824,28,car,"A 40 year old male, with a skilled job, rented accommodation, with little savings and current accounts, is applying for a loan of 7824 for a car with a duration of 28 months.",good risk
43,male,3,own,little,little,2442,27,business,"The client is a 43 years old man, with a high qualification job, who owns his home and wants a loan of 2442 euros for his business, with a 27 months duration and a small amount of savings.",good risk
46,male,2,own,little,little,1829,15,radio/TV,A 46 year old male with a skilled job who owns his home has requested a loan of 1829 for a radio/TV with a 15 month duration. They have little savings and a little current account.,good risk
38,male,1,own,little,little,2171,12,car,"A 38 year old male, resident with low income, requests a loan of 2171 for 12 months to buy a car.",bad risk
34,male,2,own,little,moderate,5800,36,car,"A 34 year old man with moderate current account, little savings and a loan of 5800 euros for 36 months for a car is considered a moderate risk.",good risk
29,male,2,own,little,little,1169,18,radio/TV,"A 29-year-old male with a skilled job, who owns his home, with little savings and a current account, applied for a loan of $1169 to buy a radio/TV. The loan is for 18 months.",good risk
31,male,3,own,little,little,8947,36,car,A 31 year old man requested a car loan for $8947 for 36 months. He has a highly skilled job and owns his own home. He has a small savings and checking account.,good risk
28,female,3,rent,little,little,2606,21,radio/TV,"A woman who is 28 years old, is highly skilled and has a low savings balance has requested a loan of 2606 for a TV/radio. The duration of the loan is 21 months.",good risk
35,female,2,own,rich,little,1592,12,furniture/equipment,A 35-year-old female who is skilled and owns her home with a large savings account and a small checking account wants to borrow $1592 for furniture and equipment for a 12-month period.,good risk
33,female,1,rent,little,little,2186,15,furniture/equipment,"A 33-year-old female, who is unskilled and resident, is requesting a loan of 2186 to buy furniture/equipment. She has a small savings account and a small current account. She lives in a rented accommodation.",bad risk
42,male,2,own,little,little,4153,18,furniture/equipment,"The loan amount is $4153, with a duration of 18 months. The purpose of the loan is furniture/equipment. The borrower is a male with a skilled job, owns their own home, and has little savings.",good risk
43,male,2,rent,little,little,2625,16,car,"A 43 year old male, skilled, who rents his house, has little savings and checking accounts, requested a 2625 credit for a car, for 16 months.",good risk
44,male,2,own,little,little,3485,20,car,"The risk is high because the applicant has a low savings and checking account balance, and the loan amount is high.",bad risk
42,male,2,free,little,little,10477,36,car,"A 42 year old male, skilled, with a free accommodation, has a small savings and current account, is asking for a car loan of 10477€ for 36 months.",good risk
40,male,2,rent,little,little,1386,15,radio/TV,"A 40 years old male with a low balance in his savings and current account, requested a 1386 loan for 15 months to buy a radio/TV. He is skilled and renting.",bad risk
36,male,3,own,little,little,1278,24,radio/TV,A 36 year old male with a highly skilled job has a small amount in his savings and checking accounts. He wants to buy a radio/TV and needs a loan of 1278 for 24 months.,good risk
20,male,3,rent,little,little,1107,12,radio/TV,"The client is a 20 year old male with a high skilled job, who lives in a rented accommodation. He has a low amount of money in his savings and current accounts, and he requested a loan of 1107 euros to buy a radio/TV. The loan has a duration of 12 months.",bad risk
24,male,1,own,little,little,3763,21,car,"A 24 year old male resident with a little savings and checking account wants a loan of 3763 for a car, with a 21 months duration.",bad risk
27,male,2,own,little,moderate,3711,36,education,"The 27-year-old male, who is skilled, has his own home and has a moderate current account and a little savings account, requested a loan of 3711 for educational purposes.",good risk
46,female,1,own,little,little,3594,15,car,"A 46 years old woman with a low saving account and a little current account, skilled and resident, has requested a 3594€ loan for a car.",good risk
33,female,1,own,little,moderate,3195,9,car,"The female, who is an unskilled resident, owns her home. She has a moderate current account and a little savings account. She requested a loan of 3195 for a car, and the duration of the loan is 9 months.",bad risk
34,female,2,own,little,little,4454,36,radio/TV,"Female, 34 years old, highly skilled, owns her house, little savings and checking accounts, requested a loan of 4454 for a radio/TV, for 36 months.",good risk
25,female,1,own,little,moderate,4736,24,furniture/equipment,"A woman of 25 years old with a low savings account and moderate checking account, who works in an unskilled job and owns her home, has requested a loan of 4736 for furniture/equipment with a 24 months term.",good risk
25,female,2,own,little,moderate,2991,30,radio/TV,"A 25 year old female, with a moderate current account, little savings, who owns her own home, is applying for a 2991 credit for a radio/TV. She is skilled.",good risk
28,male,2,own,rich,little,2142,11,business,"A 28 year old man has a business loan of 2142, with a duration of 11 months, and he has a rich savings account. He owns his home and has a skilled job.",good risk
31,male,2,rent,little,little,3161,24,business,"A 31 years old male with a skilled job, that rents his house, has little savings and little money in his checking account, asked for a 3161 credit to use in his business for 24 months.",bad risk
